,Genotype,Chloramphenicol concentration (ug/mL),Expected initial mutant fraction,Measured initial mutant fraction,Measured initial mutant fraction error,Replicate,Establishment probability,Establishment probability error
864,tatB,0,0.002,0,0,0,,
865,tatB,0,0.002,0,0,1,,
866,tatB,0,0.002,0,0,2,,
867,tatB,0,0.002,0,0,3,,
868,tatB,0,0.002,0,0,4,,
869,tatB,0,0.002,0,0,5,,
870,tatB,0,0.002,0,0,6,,
871,tatB,0,0.002,0,0,7,,
872,tatB,0,0.005,0,0,0,,
873,tatB,0,0.005,0,0,1,,
874,tatB,0,0.005,0,0,2,,
875,tatB,0,0.005,0,0,3,,
876,tatB,0,0.005,0,0,4,,
877,tatB,0,0.005,0,0,5,,
878,tatB,0,0.005,0,0,6,,
879,tatB,0,0.005,0,0,7,,
880,tatB,0,0.02,0.003597122,0.003590647,0,0,0
881,tatB,0,0.02,0.003597122,0.003590647,1,0.03607927,0.036014322
882,tatB,0,0.02,0.003597122,0.003590647,2,0,0
883,tatB,0,0.02,0.003597122,0.003590647,3,0,0
884,tatB,0,0.02,0.003597122,0.003590647,4,0,0
885,tatB,0,0.02,0.003597122,0.003590647,5,0,0
886,tatB,0,0.02,0.003597122,0.003590647,6,0,0
887,tatB,0,0.02,0.003597122,0.003590647,7,0,0
888,tatB,1,0.002,0,0,0,,
889,tatB,1,0.002,0,0,1,,
890,tatB,1,0.002,0,0,2,,
891,tatB,1,0.002,0,0,3,,
892,tatB,1,0.002,0,0,4,,
893,tatB,1,0.002,0,0,5,,
894,tatB,1,0.002,0,0,6,,
895,tatB,1,0.002,0,0,7,,
896,tatB,1,0.005,0,0,0,,
897,tatB,1,0.005,0,0,1,,
898,tatB,1,0.005,0,0,2,,
899,tatB,1,0.005,0,0,3,,
900,tatB,1,0.005,0,0,4,,
901,tatB,1,0.005,0,0,5,,
902,tatB,1,0.005,0,0,6,,
903,tatB,1,0.005,0,0,7,,
904,tatB,1,0.02,0.003597122,0.003590647,0,0.037913738,0.037845488
905,tatB,1,0.02,0.003597122,0.003590647,1,0,0
906,tatB,1,0.02,0.003597122,0.003590647,2,0,0
907,tatB,1,0.02,0.003597122,0.003590647,3,0,0
908,tatB,1,0.02,0.003597122,0.003590647,4,0.035393697,0.035329984
909,tatB,1,0.02,0.003597122,0.003590647,5,0,0
910,tatB,1,0.02,0.003597122,0.003590647,6,0,0
911,tatB,1,0.02,0.003597122,0.003590647,7,0,0
912,tatB,2,0.002,0,0,0,,
913,tatB,2,0.002,0,0,1,,
914,tatB,2,0.002,0,0,2,,
915,tatB,2,0.002,0,0,3,,
916,tatB,2,0.002,0,0,4,inf,
917,tatB,2,0.002,0,0,5,,
918,tatB,2,0.002,0,0,6,,
919,tatB,2,0.002,0,0,7,,
920,tatB,2,0.005,0,0,0,,
921,tatB,2,0.005,0,0,1,inf,
922,tatB,2,0.005,0,0,2,inf,
923,tatB,2,0.005,0,0,3,inf,
924,tatB,2,0.005,0,0,4,,
925,tatB,2,0.005,0,0,5,inf,
926,tatB,2,0.005,0,0,6,inf,
927,tatB,2,0.005,0,0,7,,
928,tatB,2,0.02,0.003597122,0.003590647,0,0.18956869,0.18922744
929,tatB,2,0.02,0.003597122,0.003590647,1,,
930,tatB,2,0.02,0.003597122,0.003590647,2,0.039270607,0.039199915
931,tatB,2,0.02,0.003597122,0.003590647,3,0.141857606,0.141602243
932,tatB,2,0.02,0.003597122,0.003590647,4,0.106181091,0.105989951
933,tatB,2,0.02,0.003597122,0.003590647,5,0.148333715,0.148066694
934,tatB,2,0.02,0.003597122,0.003590647,6,0.15447703,0.15419895
935,tatB,2,0.02,0.003597122,0.003590647,7,0.037012073,0.036945446
936,tatB,3,0.002,0,0,0,inf,
937,tatB,3,0.002,0,0,1,inf,
938,tatB,3,0.002,0,0,2,,
939,tatB,3,0.002,0,0,3,inf,
940,tatB,3,0.002,0,0,4,inf,
941,tatB,3,0.002,0,0,5,inf,
942,tatB,3,0.002,0,0,6,inf,
943,tatB,3,0.002,0,0,7,,
944,tatB,3,0.005,0,0,0,inf,
945,tatB,3,0.005,0,0,1,inf,
946,tatB,3,0.005,0,0,2,inf,
947,tatB,3,0.005,0,0,3,inf,
948,tatB,3,0.005,0,0,4,inf,
949,tatB,3,0.005,0,0,5,inf,
950,tatB,3,0.005,0,0,6,inf,
951,tatB,3,0.005,0,0,7,,
952,tatB,3,0.02,0.003597122,0.003590647,0,0.606619807,0.605527807
953,tatB,3,0.02,0.003597122,0.003590647,1,0.541189046,0.540214831
954,tatB,3,0.02,0.003597122,0.003590647,2,0.589059112,0.587998724
955,tatB,3,0.02,0.003597122,0.003590647,3,0.567430425,0.566408971
956,tatB,3,0.02,0.003597122,0.003590647,4,0.389330669,0.388629819
957,tatB,3,0.02,0.003597122,0.003590647,5,0.445001146,0.444200082
958,tatB,3,0.02,0.003597122,0.003590647,6,0.463431091,0.46259685
959,tatB,3,0.02,0.003597122,0.003590647,7,0.518169023,0.517236246
960,tolQ,0,0.002,0.001972387,0.00098522,0,0,0
961,tolQ,0,0.002,0.001972387,0.00098522,1,0,0
962,tolQ,0,0.002,0.001972387,0.00098522,2,0,0
963,tolQ,0,0.002,0.001972387,0.00098522,3,0,0
964,tolQ,0,0.002,0.001972387,0.00098522,4,0,0
965,tolQ,0,0.002,0.001972387,0.00098522,5,0,0
966,tolQ,0,0.002,0.001972387,0.00098522,6,0,0
967,tolQ,0,0.002,0.001972387,0.00098522,7,,
968,tolQ,0,0.005,0.00472255,0.001665726,0,0,0
969,tolQ,0,0.005,0.00472255,0.001665726,1,0,0
970,tolQ,0,0.005,0.00472255,0.001665726,2,0,0
971,tolQ,0,0.005,0.00472255,0.001665726,3,0,0
972,tolQ,0,0.005,0.00472255,0.001665726,4,0,0
973,tolQ,0,0.005,0.00472255,0.001665726,5,0,0
974,tolQ,0,0.005,0.00472255,0.001665726,6,0,0
975,tolQ,0,0.005,0.00472255,0.001665726,7,0,0
976,tolQ,0,0.02,0.01459854,0.003240418,0,0,0
977,tolQ,0,0.02,0.01459854,0.003240418,1,0,0
978,tolQ,0,0.02,0.01459854,0.003240418,2,0,0
979,tolQ,0,0.02,0.01459854,0.003240418,3,0,0
980,tolQ,0,0.02,0.01459854,0.003240418,4,0,0
981,tolQ,0,0.02,0.01459854,0.003240418,5,0,0
982,tolQ,0,0.02,0.01459854,0.003240418,6,0,0
983,tolQ,0,0.02,0.01459854,0.003240418,7,0,0
984,tolQ,1,0.002,0.001972387,0.00098522,0,0,0
985,tolQ,1,0.002,0.001972387,0.00098522,1,0,0
986,tolQ,1,0.002,0.001972387,0.00098522,2,0,0
987,tolQ,1,0.002,0.001972387,0.00098522,3,0,0
988,tolQ,1,0.002,0.001972387,0.00098522,4,0.090712901,0.045311694
989,tolQ,1,0.002,0.001972387,0.00098522,5,0.178593006,0.089208387
990,tolQ,1,0.002,0.001972387,0.00098522,6,0,0
991,tolQ,1,0.002,0.001972387,0.00098522,7,,
992,tolQ,1,0.005,0.00472255,0.001665726,0,0,0
993,tolQ,1,0.005,0.00472255,0.001665726,1,0,0
994,tolQ,1,0.005,0.00472255,0.001665726,2,0.091463183,0.032260672
995,tolQ,1,0.005,0.00472255,0.001665726,3,0.03482077,0.012281897
996,tolQ,1,0.005,0.00472255,0.001665726,4,0.064874498,0.022882375
997,tolQ,1,0.005,0.00472255,0.001665726,5,0.067326403,0.023747206
998,tolQ,1,0.005,0.00472255,0.001665726,6,0.033274384,0.01173646
999,tolQ,1,0.005,0.00472255,0.001665726,7,0,0
1000,tolQ,1,0.02,0.01459854,0.003240418,0,0.0334261,0.007419546
1001,tolQ,1,0.02,0.01459854,0.003240418,1,0.037595818,0.008345092
1002,tolQ,1,0.02,0.01459854,0.003240418,2,0.036769295,0.00816163
1003,tolQ,1,0.02,0.01459854,0.003240418,3,0.019270311,0.004277405
1004,tolQ,1,0.02,0.01459854,0.003240418,4,0.031335024,0.006955392
1005,tolQ,1,0.02,0.01459854,0.003240418,5,0.00967639,0.002147855
1006,tolQ,1,0.02,0.01459854,0.003240418,6,0,0
1007,tolQ,1,0.02,0.01459854,0.003240418,7,0.009173819,0.0020363
1008,tolQ,2,0.002,0.001972387,0.00098522,0,0.380091199,0.189858066
1009,tolQ,2,0.002,0.001972387,0.00098522,1,0.376898016,0.188263049
1010,tolQ,2,0.002,0.001972387,0.00098522,2,0.360922449,0.180283148
1011,tolQ,2,0.002,0.001972387,0.00098522,3,0.463427971,0.231485334
1012,tolQ,2,0.002,0.001972387,0.00098522,4,0.63499031,0.317181856
1013,tolQ,2,0.002,0.001972387,0.00098522,5,0.535779018,0.26762516
1014,tolQ,2,0.002,0.001972387,0.00098522,6,0.498998246,0.249252921
1015,tolQ,2,0.002,0.001972387,0.00098522,7,,
1016,tolQ,2,0.005,0.00472255,0.001665726,0,0.203425911,0.071751893
1017,tolQ,2,0.005,0.00472255,0.001665726,1,0.21528091,0.07593336
1018,tolQ,2,0.005,0.00472255,0.001665726,2,0.304877276,0.107535573
1019,tolQ,2,0.005,0.00472255,0.001665726,3,0.313386929,0.110537077
1020,tolQ,2,0.005,0.00472255,0.001665726,4,0.324372488,0.114411876
1021,tolQ,2,0.005,0.00472255,0.001665726,5,0.437621622,0.154356836
1022,tolQ,2,0.005,0.00472255,0.001665726,6,0.266195069,0.093891678
1023,tolQ,2,0.005,0.00472255,0.001665726,7,0.17671784,0.062331488
1024,tolQ,2,0.02,0.01459854,0.003240418,0,0.167130502,0.037097729
1025,tolQ,2,0.02,0.01459854,0.003240418,1,0.103388501,0.022949004
1026,tolQ,2,0.02,0.01459854,0.003240418,2,0.156269505,0.034686928
1027,tolQ,2,0.02,0.01459854,0.003240418,3,0.163797647,0.03635794
1028,tolQ,2,0.02,0.01459854,0.003240418,4,0.167120128,0.037095426
1029,tolQ,2,0.02,0.01459854,0.003240418,5,0.13546946,0.030069971
1030,tolQ,2,0.02,0.01459854,0.003240418,6,0.150687241,0.033447841
1031,tolQ,2,0.02,0.01459854,0.003240418,7,0.165128735,0.036653399
1032,tolQ,3,0.002,0.001972387,0.00098522,0,1.140273598,0.569574197
1033,tolQ,3,0.002,0.001972387,0.00098522,1,0.848020535,0.423591861
1034,tolQ,3,0.002,0.001972387,0.00098522,2,0.81207551,0.405637083
1035,tolQ,3,0.002,0.001972387,0.00098522,3,1.019541535,0.509267734
1036,tolQ,3,0.002,0.001972387,0.00098522,4,1.360693521,0.679675405
1037,tolQ,3,0.002,0.001972387,0.00098522,5,1.160854539,0.579854513
1038,tolQ,3,0.002,0.001972387,0.00098522,6,0.914830118,0.456963689
1039,tolQ,3,0.002,0.001972387,0.00098522,7,,
1040,tolQ,3,0.005,0.00472255,0.001665726,0,0.576373414,0.203297031
1041,tolQ,3,0.005,0.00472255,0.001665726,1,,
1042,tolQ,3,0.005,0.00472255,0.001665726,2,0.579266823,0.204317588
1043,tolQ,3,0.005,0.00472255,0.001665726,3,,
1044,tolQ,3,0.005,0.00472255,0.001665726,4,,
1045,tolQ,3,0.005,0.00472255,0.001665726,5,,
1046,tolQ,3,0.005,0.00472255,0.001665726,6,,
1047,tolQ,3,0.005,0.00472255,0.001665726,7,,
1048,tolQ,3,0.02,0.01459854,0.003240418,0,,
1049,tolQ,3,0.02,0.01459854,0.003240418,1,,
1050,tolQ,3,0.02,0.01459854,0.003240418,2,,
1051,tolQ,3,0.02,0.01459854,0.003240418,3,,
1052,tolQ,3,0.02,0.01459854,0.003240418,4,,
1053,tolQ,3,0.02,0.01459854,0.003240418,5,,
1054,tolQ,3,0.02,0.01459854,0.003240418,6,,
1055,tolQ,3,0.02,0.01459854,0.003240418,7,,
1056,ychJ,0,0.002,0.007215007,0.001607494,0,0,0
1057,ychJ,0,0.002,0.007215007,0.001607494,1,0,0
1058,ychJ,0,0.002,0.007215007,0.001607494,2,0,0
1059,ychJ,0,0.002,0.007215007,0.001607494,3,0.050952614,0.011352175
1060,ychJ,0,0.002,0.007215007,0.001607494,4,0.027673692,0.006165662
1061,ychJ,0,0.002,0.007215007,0.001607494,5,0,0
1062,ychJ,0,0.002,0.007215007,0.001607494,6,0.050547819,0.011261987
1063,ychJ,0,0.002,0.007215007,0.001607494,7,0,0
1064,ychJ,0,0.005,0.00422427,0.001270972,0,0,0
1065,ychJ,0,0.005,0.00422427,0.001270972,1,0,0
1066,ychJ,0,0.005,0.00422427,0.001270972,2,0,0
1067,ychJ,0,0.005,0.00422427,0.001270972,3,0.038276102,0.011516278
1068,ychJ,0,0.005,0.00422427,0.001270972,4,,
1069,ychJ,0,0.005,0.00422427,0.001270972,5,0.035535045,0.010691566
1070,ychJ,0,0.005,0.00422427,0.001270972,6,0.036179379,0.010885429
1071,ychJ,0,0.005,0.00422427,0.001270972,7,0,0
1072,ychJ,0,0.02,0.014164306,0.002812727,0,0.028767873,0.005712682
1073,ychJ,0,0.02,0.014164306,0.002812727,1,0.010015289,0.001988821
1074,ychJ,0,0.02,0.014164306,0.002812727,2,0.019903498,0.003952407
1075,ychJ,0,0.02,0.014164306,0.002812727,3,0.010597739,0.002104483
1076,ychJ,0,0.02,0.014164306,0.002812727,4,0.056171444,0.011154442
1077,ychJ,0,0.02,0.014164306,0.002812727,5,0.029607404,0.005879394
1078,ychJ,0,0.02,0.014164306,0.002812727,6,0.017777115,0.003530153
1079,ychJ,0,0.02,0.014164306,0.002812727,7,0.009144757,0.001815952
1080,ychJ,1,0.002,0.007215007,0.001607494,0,0.072655064,0.016187452
1081,ychJ,1,0.002,0.007215007,0.001607494,1,0.259035498,0.057712767
1082,ychJ,1,0.002,0.007215007,0.001607494,2,0.190265505,0.042390903
1083,ychJ,1,0.002,0.007215007,0.001607494,3,0.076428922,0.017028263
1084,ychJ,1,0.002,0.007215007,0.001607494,4,0.138368462,0.03082831
1085,ychJ,1,0.002,0.007215007,0.001607494,5,0.050820951,0.011322841
1086,ychJ,1,0.002,0.007215007,0.001607494,6,0.151643456,0.033785961
1087,ychJ,1,0.002,0.007215007,0.001607494,7,0.176917365,0.039416955
1088,ychJ,1,0.005,0.00422427,0.001270972,0,0.107344016,0.032297007
1089,ychJ,1,0.005,0.00422427,0.001270972,1,0.194640526,0.058562244
1090,ychJ,1,0.005,0.00422427,0.001270972,2,0.207183408,0.06233607
1091,ychJ,1,0.005,0.00422427,0.001270972,3,0.344484922,0.103646505
1092,ychJ,1,0.005,0.00422427,0.001270972,4,,
1093,ychJ,1,0.005,0.00422427,0.001270972,5,0.213210269,0.064149395
1094,ychJ,1,0.005,0.00422427,0.001270972,6,0.253255653,0.076198003
1095,ychJ,1,0.005,0.00422427,0.001270972,7,0.158050283,0.047553197
1096,ychJ,1,0.02,0.014164306,0.002812727,0,0.115071494,0.022850727
1097,ychJ,1,0.02,0.014164306,0.002812727,1,0.070107023,0.013921749
1098,ychJ,1,0.02,0.014164306,0.002812727,2,0.09951749,0.019762036
1099,ychJ,1,0.02,0.014164306,0.002812727,3,0.16956383,0.033671734
1100,ychJ,1,0.02,0.014164306,0.002812727,4,0.084257166,0.016731663
1101,ychJ,1,0.02,0.014164306,0.002812727,5,0.039476539,0.007839193
1102,ychJ,1,0.02,0.014164306,0.002812727,6,0.062219904,0.012355536
1103,ychJ,1,0.02,0.014164306,0.002812727,7,0.064013297,0.012711666
1104,ychJ,2,0.002,0.007215007,0.001607494,0,0.581240515,0.129499619
1105,ychJ,2,0.002,0.007215007,0.001607494,1,0.569878097,0.126968087
1106,ychJ,2,0.002,0.007215007,0.001607494,2,0.523230138,0.116574983
1107,ychJ,2,0.002,0.007215007,0.001607494,3,0.484049838,0.107845664
1108,ychJ,2,0.002,0.007215007,0.001607494,4,0.581147538,0.129478904
1109,ychJ,2,0.002,0.007215007,0.001607494,5,0.508209509,0.113228407
1110,ychJ,2,0.002,0.007215007,0.001607494,6,0.379108639,0.084464904
1111,ychJ,2,0.002,0.007215007,0.001607494,7,0.556026004,0.123881859
1112,ychJ,2,0.005,0.00422427,0.001270972,0,0.644064096,0.193782045
1113,ychJ,2,0.005,0.00422427,0.001270972,1,0.778562103,0.234248978
1114,ychJ,2,0.005,0.00422427,0.001270972,2,0.587019656,0.176618864
1115,ychJ,2,0.005,0.00422427,0.001270972,3,0.76552205,0.230325567
1116,ychJ,2,0.005,0.00422427,0.001270972,4,,
1117,ychJ,2,0.005,0.00422427,0.001270972,5,0.675165851,0.203139749
1118,ychJ,2,0.005,0.00422427,0.001270972,6,0.795946338,0.239479439
1119,ychJ,2,0.005,0.00422427,0.001270972,7,1.145864553,0.34476068
1120,ychJ,2,0.02,0.014164306,0.002812727,0,0.230142988,0.045701453
1121,ychJ,2,0.02,0.014164306,0.002812727,1,0.280428091,0.055686995
1122,ychJ,2,0.02,0.014164306,0.002812727,2,0.308504219,0.06126231
1123,ychJ,2,0.02,0.014164306,0.002812727,3,0.3497254,0.069447951
1124,ychJ,2,0.02,0.014164306,0.002812727,4,0.290219128,0.057631284
1125,ychJ,2,0.02,0.014164306,0.002812727,5,0.355288852,0.070552734
1126,ychJ,2,0.02,0.014164306,0.002812727,6,0.373319423,0.074133218
1127,ychJ,2,0.02,0.014164306,0.002812727,7,0.283487459,0.056294519
1128,ychJ,3,0.002,0.007215007,0.001607494,0,,
1129,ychJ,3,0.002,0.007215007,0.001607494,1,,
1130,ychJ,3,0.002,0.007215007,0.001607494,2,,
1131,ychJ,3,0.002,0.007215007,0.001607494,3,,
1132,ychJ,3,0.002,0.007215007,0.001607494,4,,
1133,ychJ,3,0.002,0.007215007,0.001607494,5,,
1134,ychJ,3,0.002,0.007215007,0.001607494,6,,
1135,ychJ,3,0.002,0.007215007,0.001607494,7,,
1136,ychJ,3,0.005,0.00422427,0.001270972,0,,
1137,ychJ,3,0.005,0.00422427,0.001270972,1,,
1138,ychJ,3,0.005,0.00422427,0.001270972,2,,
1139,ychJ,3,0.005,0.00422427,0.001270972,3,,
1140,ychJ,3,0.005,0.00422427,0.001270972,4,,
1141,ychJ,3,0.005,0.00422427,0.001270972,5,,
1142,ychJ,3,0.005,0.00422427,0.001270972,6,,
1143,ychJ,3,0.005,0.00422427,0.001270972,7,,
1144,ychJ,3,0.02,0.014164306,0.002812727,0,,
1145,ychJ,3,0.02,0.014164306,0.002812727,1,,
1146,ychJ,3,0.02,0.014164306,0.002812727,2,,
1147,ychJ,3,0.02,0.014164306,0.002812727,3,,
1148,ychJ,3,0.02,0.014164306,0.002812727,4,,
1149,ychJ,3,0.02,0.014164306,0.002812727,5,,
1150,ychJ,3,0.02,0.014164306,0.002812727,6,,
1151,ychJ,3,0.02,0.014164306,0.002812727,7,,
